Age,Attrition,BusinessTravel,Department,DistanceFromHome,Education,EducationField,EmployeeNumber,EnvironmentSatisfaction,Gender,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MonthlyIncome,MonthlyRate,PercentSalaryHike,PerformanceRating,WorkLifeBalance,YearsAtCompany
39,No,Travel_Rarely,Sales,6,Bachelor,Medical,1588,Very High,Male,Very High,Mid,Sales Executive,High,8237,4658,11,Normal,Better,7
29,No,Travel_Frequently,Research & Development,2,Below College,Life Sciences,1590,Low,Male,High,Junior,Healthcare Representative,Very High,8853,24483,19,Normal,Best,6
50,No,Travel_Rarely,Sales,9,Bachelor,Marketing,1591,High,Male,High,Executive,Manager,High,19331,19519,16,Normal,Better,1
23,No,Travel_Rarely,Research & Development,10,Bachelor,Technical Degree,1592,Very High,Male,Very High,Entry,Research Scientist,High,2073,12826,16,Normal,Better,2
36,No,Travel_Frequently,Research & Development,6,Master,Life Sciences,1594,Low,Male,Very High,Junior,Laboratory Technician,Low,5562,19711,13,Normal,Better,3
42,No,Travel_Rarely,Research & Development,9,College,Other,1595,Very High,Male,Medium,Executive,Manager,Very High,19613,26362,22,Excellent,Better,1
35,No,Travel_Rarely,Research & Development,28,Bachelor,Life Sciences,1596,Medium,Male,Very High,Junior,Laboratory Technician,High,3407,25348,17,Normal,Good,10
34,No,Travel_Frequently,Research & Development,10,Master,Technical Degree,1597,Very High,Male,Medium,Junior,Healthcare Representative,High,5063,15332,14,Normal,Good,8
40,No,Travel_Rarely,Sales,14,College,Life Sciences,1598,Very High,Female,High,Junior,Sales Executive,Low,4639,11262,15,Normal,Better,5
43,No,Travel_Rarely,Research & Development,27,Bachelor,Technical Degree,1599,Very High,Male,Very High,Entry,Laboratory Technician,Medium,4876,5855,12,Normal,Better,6
35,No,Travel_Rarely,Research & Development,7,College,Life Sciences,1601,High,Male,Medium,Entry,Laboratory Technician,Very High,2690,7713,18,Normal,Good,1
46,No,Travel_Rarely,Sales,1,Master,Life Sciences,1602,Very High,Male,Very High,Senior,Manager,Low,17567,3156,15,Normal,Bad,26
28,Yes,Travel_Rarely,Research & Development,24,Bachelor,Medical,1604,High,Male,High,Entry,Laboratory Technician,Medium,2408,7324,17,Normal,Better,1
22,No,Non-Travel,Research & Development,26,College,Other,1605,Medium,Female,Medium,Entry,Research Scientist,High,2814,10293,14,Normal,Good,4
50,No,Travel_Frequently,Research & Development,20,Doctor,Medical,1606,Medium,Male,High,Senior,Healthcare Representative,High,11245,20689,15,Normal,Better,30
32,No,Travel_Rarely,Research & Development,5,Master,Other,1607,Medium,Female,Very High,Entry,Research Scientist,Very High,3312,18783,17,Normal,Better,3
44,No,Travel_Rarely,Research & Development,7,Bachelor,Medical,1608,Medium,Female,High,Executive,Research Director,Very High,19049,3549,14,Normal,Good,22
30,No,Travel_Rarely,Research & Development,7,Bachelor,Medical,1609,Medium,Male,Medium,Entry,Research Scientist,Medium,2141,5348,12,Normal,Good,6
45,No,Travel_Rarely,Research & Development,5,Doctor,Medical,1611,High,Female,Low,Junior,Laboratory Technician,Low,5769,23447,14,Normal,Better,10
45,No,Non-Travel,Sales,26,Bachelor,Marketing,1612,Low,Male,Medium,Junior,Sales Executive,Low,4385,24162,15,Normal,Better,10
31,No,Travel_Frequently,Sales,2,Master,Other,1613,Very High,Male,High,Junior,Sales Executive,Low,5332,21602,13,Normal,Better,5
36,No,Travel_Rarely,Research & Development,12,Master,Life Sciences,1614,High,Female,High,Junior,Manufacturing Director,High,4663,12421,12,Normal,Better,3
34,No,Travel_Frequently,Research & Development,10,Master,Life Sciences,1615,High,Male,Very High,Junior,Manufacturing Director,Very High,4724,17000,13,Normal,Better,9
49,No,Travel_Rarely,Research & Development,25,Master,Life Sciences,1617,High,Female,High,Entry,Laboratory Technician,Low,3211,22102,14,Normal,Good,9
39,No,Travel_Rarely,Research & Development,10,Doctor,Medical,1618,Medium,Male,High,Junior,Manufacturing Director,Low,5377,3835,13,Normal,Better,7
27,No,Travel_Rarely,Research & Development,19,Bachelor,Other,1619,Very High,Male,Medium,Entry,Laboratory Technician,Low,4066,16290,11,Normal,Better,7
35,No,Travel_Rarely,Research & Development,18,Doctor,Life Sciences,1621,Medium,Male,Very High,Junior,Research Scientist,Low,5208,26312,11,Normal,Better,16
28,No,Travel_Rarely,Research & Development,27,Bachelor,Medical,1622,Medium,Female,Low,Junior,Manufacturing Director,Low,4877,20460,21,Excellent,Good,5
21,No,Travel_Rarely,Research & Development,5,Below College,Medical,1623,High,Male,High,Entry,Research Scientist,Very High,3117,26009,18,Normal,Better,2
18,Yes,Travel_Frequently,Sales,3,College,Medical,1624,Medium,Female,High,Entry,Sales Representative,Very High,1569,18420,12,Normal,Best,0
47,No,Travel_Rarely,Human Resources,26,Master,Life Sciences,1625,Very High,Female,High,Executive,Manager,High,19658,5220,11,Normal,Better,5
39,No,Travel_Rarely,Research & Development,3,College,Medical,1627,High,Male,Medium,Junior,Laboratory Technician,High,3069,10302,15,Normal,Better,10
40,No,Travel_Rarely,Research & Development,15,Bachelor,Life Sciences,1628,Low,Female,Medium,Mid,Manufacturing Director,High,10435,25800,13,Normal,Better,18
35,No,Non-Travel,Research & Development,8,Master,Life Sciences,1630,High,Female,High,Junior,Healthcare Representative,High,4148,12250,12,Normal,Better,14
37,No,Travel_Rarely,Research & Development,19,Bachelor,Life Sciences,1631,High,Male,High,Junior,Manufacturing Director,High,5768,26493,17,Normal,Good,4
39,No,Travel_Frequently,Research & Development,4,Bachelor,Medical,1633,Low,Female,High,Junior,Manufacturing Director,High,5042,3140,13,Normal,Bad,9
45,No,Travel_Rarely,Research & Development,2,College,Other,1635,Very High,Female,Medium,Junior,Manufacturing Director,Very High,5770,5388,19,Normal,Better,10
38,No,Travel_Rarely,Research & Development,2,College,Medical,1638,Very High,Female,Medium,Mid,Manufacturing Director,High,7756,14199,19,Normal,Best,5
35,Yes,Travel_Rarely,Sales,10,Bachelor,Medical,1639,Very High,Male,Medium,Mid,Sales Executive,Low,10306,21530,17,Normal,Better,13
37,No,Travel_Rarely,Research & Development,10,Bachelor,Medical,1640,Medium,Female,High,Entry,Research Scientist,Medium,3936,9953,11,Normal,Bad,8
40,No,Travel_Rarely,Research & Development,16,Bachelor,Life Sciences,1641,High,Female,High,Mid,Manufacturing Director,Very High,7945,19948,15,Normal,Good,4
44,No,Travel_Frequently,Human Resources,1,Doctor,Human Resources,1642,Low,Male,High,Junior,Human Resources,Very High,5743,10503,11,Normal,Better,10
48,No,Travel_Frequently,Research & Development,4,Doctor,Medical,1644,High,Male,Medium,Senior,Manager,Very High,15202,5602,25,Excellent,Better,2
35,Yes,Travel_Rarely,Sales,15,College,Medical,1645,Low,Male,Low,Junior,Sales Executive,Very High,5440,22098,14,Normal,Good,2
24,No,Travel_Frequently,Research & Development,2,Below College,Technical Degree,1646,Low,Female,High,Entry,Research Scientist,Very High,3760,17218,13,Normal,Better,6
27,No,Travel_Rarely,Research & Development,8,Bachelor,Medical,1647,Medium,Female,Very High,Entry,Research Scientist,High,3517,22490,17,Normal,Better,3
27,No,Travel_Frequently,Research & Development,2,Bachelor,Medical,1648,Very High,Male,High,Entry,Research Scientist,Very High,2580,6297,13,Normal,Good,4
40,Yes,Travel_Rarely,Research & Development,7,Bachelor,Life Sciences,1649,Low,Male,High,Entry,Laboratory Technician,Low,2166,3339,14,Normal,Bad,4
29,No,Travel_Rarely,Sales,10,Bachelor,Medical,1650,High,Male,Medium,Junior,Sales Executive,High,5869,23413,11,Normal,Better,5
36,No,Travel_Rarely,Research & Development,5,Master,Life Sciences,1651,Medium,Female,High,Mid,Healthcare Representative,Low,8008,22792,12,Normal,Better,3
25,No,Travel_Frequently,Research & Development,2,Below College,Life Sciences,1653,Very High,Male,Very High,Junior,Manufacturing Director,High,5206,4973,17,Normal,Better,7
39,No,Travel_Rarely,Research & Development,12,Bachelor,Medical,1654,Very High,Male,High,Junior,Manufacturing Director,Medium,5295,7693,21,Excellent,Better,5
49,No,Travel_Rarely,Research & Development,22,Master,Other,1655,Low,Female,High,Senior,Research Director,Medium,16413,3498,16,Normal,Better,4
50,No,Travel_Rarely,Research & Development,17,Doctor,Life Sciences,1656,Very High,Female,Medium,Mid,Research Director,Low,13269,21981,15,Normal,Better,14
20,No,Travel_Rarely,Sales,2,Bachelor,Medical,1657,High,Female,High,Entry,Sales Representative,High,2783,13251,19,Normal,Better,2
34,No,Travel_Rarely,Research & Development,3,Bachelor,Life Sciences,1658,Very High,Female,High,Junior,Research Scientist,Medium,5433,19332,12,Normal,Better,11
36,No,Travel_Rarely,Research & Development,7,Bachelor,Life Sciences,1659,Low,Male,High,Entry,Laboratory Technician,Medium,2013,10950,11,Normal,Better,4
49,No,Travel_Rarely,Research & Development,6,Below College,Life Sciences,1661,High,Female,Medium,Senior,Healthcare Representative,High,13966,11652,19,Normal,Better,15
36,No,Non-Travel,Research & Development,1,Master,Medical,1662,Very High,Female,Medium,Junior,Manufacturing Director,High,4374,15411,15,Normal,Better,3
36,No,Travel_Rarely,Research & Development,3,College,Life Sciences,1664,Very High,Male,Very High,Junior,Healthcare Representative,Low,6842,26308,20,Excellent,Better,5
54,No,Travel_Rarely,Research & Development,22,Doctor,Medical,1665,Medium,Female,High,Senior,Manager,High,17426,18685,25,Excellent,Better,10
43,No,Travel_Rarely,Research & Development,15,College,Life Sciences,1666,High,Male,Medium,Senior,Research Director,High,17603,3525,24,Excellent,Better,14
35,Yes,Travel_Frequently,Sales,12,Master,Other,1667,Very High,Male,High,Junior,Sales Executive,Very High,4581,10414,24,Excellent,Best,11
38,No,Travel_Frequently,Research & Development,1,Bachelor,Life Sciences,1668,Very High,Male,High,Junior,Research Scientist,Very High,4735,9867,15,Normal,Best,13
29,No,Travel_Rarely,Sales,5,Bachelor,Medical,1669,Low,Male,Medium,Junior,Sales Executive,Medium,4187,3356,13,Normal,Good,10
33,No,Travel_Rarely,Sales,2,Master,Medical,1670,Very High,Male,High,Junior,Sales Executive,Very High,5505,3921,14,Normal,Better,6
32,No,Travel_Rarely,Research & Development,2,Bachelor,Medical,1671,Very High,Male,High,Junior,Research Scientist,Medium,5470,25518,13,Normal,Good,9
31,No,Travel_Rarely,Sales,5,Master,Life Sciences,1673,Low,Female,High,Junior,Sales Executive,Very High,5476,22589,11,Normal,Better,10
49,No,Travel_Rarely,Research & Development,16,Bachelor,Medical,1674,Very High,Female,High,Entry,Laboratory Technician,Low,2587,24941,16,Normal,Good,2
38,No,Travel_Frequently,Research & Development,2,Bachelor,Medical,1675,Very High,Female,Medium,Entry,Laboratory Technician,Medium,2440,23826,22,Excellent,Better,4
47,No,Travel_Rarely,Sales,2,Master,Life Sciences,1676,Medium,Female,Very High,Senior,Manager,Medium,15972,21086,14,Normal,Better,3
49,No,Travel_Rarely,Research & Development,1,Bachelor,Life Sciences,1677,High,Male,High,Senior,Manager,High,15379,22384,14,Normal,Better,8
41,No,Travel_Rarely,Sales,23,College,Life Sciences,1678,Very High,Male,High,Mid,Sales Executive,High,7082,11591,16,Normal,Better,2
20,No,Travel_Rarely,Sales,9,Below College,Life Sciences,1680,Very High,Male,High,Entry,Sales Representative,Low,2728,21082,11,Normal,Better,2
33,No,Non-Travel,Sales,16,Bachelor,Life Sciences,1681,High,Female,High,Junior,Sales Executive,Very High,5368,16130,25,Excellent,Better,6
36,No,Travel_Rarely,Research & Development,26,Master,Life Sciences,1682,Low,Male,High,Junior,Healthcare Representative,High,5347,7419,14,Normal,Good,3
44,No,Travel_Rarely,Human Resources,1,Bachelor,Life Sciences,1683,High,Female,High,Entry,Human Resources,Very High,3195,4167,18,Normal,Better,2
23,Yes,Travel_Rarely,Research & Development,8,Below College,Medical,1684,Very High,Male,Medium,Entry,Laboratory Technician,High,3989,20586,11,Normal,Better,5
38,No,Travel_Rarely,Research & Development,4,College,Medical,1687,Very High,Female,High,Entry,Laboratory Technician,High,3306,26176,19,Normal,Good,0
53,No,Travel_Rarely,Research & Development,24,Master,Medical,1689,Medium,Male,Very High,Mid,Healthcare Representative,Very High,7005,3458,15,Normal,Better,4
48,Yes,Travel_Frequently,Sales,7,College,Medical,1691,Very High,Female,High,Entry,Sales Representative,High,2655,11740,11,Normal,Better,9
32,Yes,Travel_Rarely,Research & Development,2,Master,Life Sciences,1692,Very High,Male,High,Entry,Laboratory Technician,Medium,1393,24852,12,Normal,Better,1
26,No,Non-Travel,Research & Development,7,Bachelor,Medical,1693,Very High,Male,High,Entry,Laboratory Technician,Very High,2570,11925,20,Excellent,Better,7
55,No,Travel_Rarely,Research & Development,22,Bachelor,Technical Degree,1694,Low,Male,Medium,Entry,Research Scientist,Medium,3537,23737,12,Normal,Better,4
34,No,Travel_Rarely,Research & Development,5,College,Medical,1696,Medium,Male,Medium,Junior,Laboratory Technician,Very High,3986,11912,14,Normal,Best,15
60,No,Travel_Rarely,Research & Development,1,Master,Medical,1697,High,Male,Low,Mid,Healthcare Representative,Very High,10883,20467,20,Excellent,Best,1
33,No,Travel_Rarely,Research & Development,21,Bachelor,Medical,1698,Medium,Male,Very High,Entry,Laboratory Technician,Medium,2028,13637,18,Normal,Better,14
37,No,Travel_Frequently,Sales,1,Master,Medical,1700,High,Male,Low,Junior,Sales Executive,Very High,9525,7677,14,Normal,Good,6
34,No,Travel_Rarely,Research & Development,19,Bachelor,Life Sciences,1701,Medium,Female,Medium,Entry,Research Scientist,Very High,2929,20338,12,Normal,Better,10
23,Yes,Travel_Rarely,Sales,7,Bachelor,Life Sciences,1702,High,Male,High,Entry,Sales Representative,Very High,2275,25103,21,Excellent,Better,3
44,No,Travel_Rarely,Research & Development,2,Bachelor,Life Sciences,1703,High,Female,Very High,Mid,Healthcare Representative,Very High,7879,14810,19,Normal,Better,8
35,No,Travel_Frequently,Research & Development,2,Master,Medical,1704,Low,Male,Medium,Entry,Research Scientist,Very High,4930,13970,14,Normal,Best,5
43,No,Travel_Rarely,Sales,2,Bachelor,Medical,1706,Very High,Male,High,Junior,Sales Executive,Very High,7847,6069,17,Normal,Better,10
24,No,Travel_Rarely,Research & Development,9,Bachelor,Medical,1707,High,Male,Very High,Entry,Research Scientist,High,4401,17616,16,Normal,Better,5
41,No,Travel_Rarely,Sales,6,Bachelor,Marketing,1708,Very High,Male,High,Mid,Sales Executive,High,9241,15869,12,Normal,Better,10
29,No,Travel_Rarely,Research & Development,9,Master,Medical,1709,Very High,Female,High,Entry,Laboratory Technician,High,2974,25412,17,Normal,Better,5
36,No,Travel_Rarely,Sales,2,Master,Life Sciences,1710,High,Female,High,Junior,Sales Representative,Very High,4502,7439,15,Normal,Good,13
45,No,Non-Travel,Research & Development,1,Below College,Life Sciences,1712,High,Male,Medium,Mid,Healthcare Representative,High,10748,3395,23,Excellent,Good,23
24,Yes,Travel_Rarely,Human Resources,22,Below College,Human Resources,1714,Very High,Male,Low,Entry,Human Resources,High,1555,11585,11,Normal,Better,1
47,Yes,Travel_Frequently,Sales,9,Bachelor,Life Sciences,1716,High,Male,Low,Senior,Sales Executive,High,12936,24164,11,Normal,Bad,23
26,No,Travel_Rarely,Research & Development,17,Master,Medical,1718,Very High,Male,Low,Entry,Laboratory Technician,High,2305,6217,15,Normal,Best,3
45,No,Travel_Rarely,Research & Development,28,College,Technical Degree,1719,Very High,Female,Medium,Senior,Research Director,Medium,16704,17119,11,Normal,Better,21
32,No,Travel_Frequently,Research & Development,10,Bachelor,Life Sciences,1720,Low,Male,High,Entry,Research Scientist,High,3433,17360,13,Normal,Good,5
31,No,Travel_Rarely,Research & Development,2,Master,Life Sciences,1721,Medium,Male,High,Entry,Laboratory Technician,High,3477,18103,14,Normal,Best,5
41,No,Non-Travel,Human Resources,4,Bachelor,Human Resources,1722,High,Male,Low,Junior,Human Resources,Medium,6430,20794,19,Normal,Better,3
40,No,Travel_Rarely,Research & Development,8,College,Life Sciences,1724,Medium,Female,High,Junior,Manufacturing Director,Low,6516,5041,16,Normal,Better,1
24,No,Travel_Rarely,Research & Development,29,Below College,Medical,1725,Medium,Male,High,Entry,Laboratory Technician,Low,3907,3622,13,Normal,Best,6
46,No,Travel_Rarely,Research & Development,13,Master,Life Sciences,1727,High,Male,High,Junior,Healthcare Representative,Medium,5562,9697,14,Normal,Better,10
35,No,Travel_Rarely,Research & Development,27,Master,Life Sciences,1728,Very High,Male,High,Junior,Manufacturing Director,High,6883,5151,16,Normal,Better,7
30,No,Travel_Rarely,Research & Development,16,Below College,Life Sciences,1729,Medium,Male,High,Entry,Research Scientist,Very High,2862,3811,12,Normal,Good,10
47,No,Non-Travel,Sales,2,Master,Marketing,1731,High,Male,High,Junior,Sales Executive,Medium,4978,3536,11,Normal,Bad,1
46,No,Travel_Rarely,Sales,2,Bachelor,Life Sciences,1732,High,Male,High,Mid,Sales Executive,Very High,10368,5596,12,Normal,Good,10
36,Yes,Travel_Rarely,Sales,13,Doctor,Marketing,1733,Medium,Male,Medium,Junior,Sales Executive,Low,6134,8658,13,Normal,Better,2
32,Yes,Travel_Rarely,Sales,1,College,Life Sciences,1734,Low,Male,Low,Junior,Sales Executive,Medium,6735,12147,15,Normal,Better,0
23,No,Travel_Rarely,Research & Development,4,Below College,Medical,1735,High,Female,High,Entry,Laboratory Technician,Medium,3295,12862,13,Normal,Bad,3
31,No,Travel_Frequently,Research & Development,24,Below College,Technical Degree,1736,Very High,Female,High,Junior,Manufacturing Director,Very High,5238,6670,20,Excellent,Good,5
39,No,Non-Travel,Research & Development,1,Bachelor,Life Sciences,1737,Very High,Male,High,Junior,Laboratory Technician,Very High,6472,8989,15,Normal,Better,9
32,No,Travel_Rarely,Sales,19,Bachelor,Life Sciences,1739,Very High,Male,Low,Mid,Sales Executive,High,9610,3840,13,Normal,Bad,4
40,No,Travel_Rarely,Sales,7,Master,Medical,1740,Medium,Male,High,Executive,Manager,Medium,19833,4349,14,Normal,Good,21
45,No,Travel_Rarely,Human Resources,4,Bachelor,Life Sciences,1744,High,Female,Low,Mid,Human Resources,High,9756,6595,21,Excellent,Best,5
30,No,Travel_Frequently,Research & Development,2,Master,Technical Degree,1745,Very High,Female,Medium,Entry,Research Scientist,Low,4968,26427,16,Normal,Better,9
24,No,Travel_Frequently,Human Resources,10,Bachelor,Medical,1746,Low,Male,High,Entry,Human Resources,Very High,2145,2097,14,Normal,Better,2
30,Yes,Travel_Frequently,Human Resources,8,Bachelor,Human Resources,1747,High,Female,Medium,Entry,Human Resources,Very High,2180,9732,11,Normal,Good,4
31,No,Travel_Rarely,Sales,5,Bachelor,Technical Degree,1749,Low,Male,High,Junior,Sales Executive,High,8346,20943,19,Normal,Better,5
27,No,Travel_Rarely,Research & Development,8,Bachelor,Medical,1751,High,Female,High,Entry,Research Scientist,Very High,3445,6152,11,Normal,Good,6
29,Yes,Travel_Rarely,Sales,9,Bachelor,Marketing,1752,Medium,Female,Low,Entry,Sales Representative,Medium,2760,14630,13,Normal,Better,2
29,No,Travel_Frequently,Research & Development,1,Bachelor,Life Sciences,1753,Very High,Male,Very High,Junior,Healthcare Representative,High,6294,23060,12,Normal,Best,3
30,No,Travel_Rarely,Sales,15,College,Marketing,1754,High,Male,Medium,Mid,Sales Executive,Low,7140,3088,11,Normal,Better,7
34,No,Travel_Rarely,Research & Development,2,Master,Medical,1755,Very High,Male,Very High,Entry,Research Scientist,Very High,2932,5586,14,Normal,Better,5
33,No,Non-Travel,Sales,2,Bachelor,Marketing,1756,Very High,Female,High,Junior,Sales Executive,Medium,5147,10697,15,Normal,Good,11
49,No,Travel_Rarely,Sales,11,Master,Marketing,1757,Very High,Female,High,Junior,Sales Executive,Very High,4507,8191,12,Normal,Best,5
33,Yes,Travel_Rarely,Sales,16,Bachelor,Life Sciences,1758,Low,Female,High,Mid,Sales Executive,Low,8564,10092,20,Excellent,Good,0
38,No,Travel_Frequently,Research & Development,2,College,Medical,1760,High,Female,Medium,Entry,Laboratory Technician,Medium,2468,15963,14,Normal,Good,6
31,Yes,Travel_Rarely,Sales,16,Master,Marketing,1761,Low,Male,High,Mid,Sales Executive,High,8161,19002,13,Normal,Better,1
29,No,Travel_Rarely,Research & Development,4,Bachelor,Technical Degree,1762,Very High,Female,Medium,Entry,Research Scientist,Low,2109,10007,13,Normal,Better,1
30,No,Travel_Rarely,Research & Development,16,Bachelor,Life Sciences,1763,High,Male,Very High,Junior,Healthcare Representative,High,5294,9128,16,Normal,Better,7
32,No,Non-Travel,Research & Development,5,Master,Technical Degree,1764,Medium,Male,High,Entry,Research Scientist,Medium,2718,17674,14,Normal,Better,7
38,No,Travel_Rarely,Research & Development,18,Bachelor,Medical,1766,Medium,Male,Low,Junior,Healthcare Representative,Very High,5811,24539,16,Normal,Better,1
43,Yes,Travel_Frequently,Research & Development,17,Bachelor,Technical Degree,1767,High,Male,Medium,Entry,Research Scientist,High,2437,15587,16,Normal,Better,1
42,No,Travel_Rarely,Research & Development,12,Bachelor,Medical,1768,Medium,Male,High,Entry,Laboratory Technician,Medium,2766,8952,22,Excellent,Good,5
55,No,Travel_Rarely,Research & Development,2,Bachelor,Medical,1770,High,Male,Medium,Executive,Research Director,Low,19038,19805,12,Normal,Better,1
33,No,Non-Travel,Research & Development,4,Bachelor,Technical Degree,1771,Very High,Male,High,Junior,Research Scientist,Medium,3055,6194,15,Normal,Good,9
41,No,Travel_Rarely,Research & Development,9,Master,Life Sciences,1772,High,Male,High,Entry,Laboratory Technician,Low,2289,20520,20,Excellent,Better,5
34,No,Non-Travel,Sales,10,Bachelor,Life Sciences,1774,Very High,Male,High,Junior,Sales Executive,High,4001,12313,14,Normal,Better,15
53,No,Non-Travel,Research & Development,1,Master,Medical,1775,Low,Female,Medium,Senior,Manufacturing Director,High,12965,22308,20,Excellent,Good,3
43,No,Travel_Rarely,Human Resources,2,Bachelor,Life Sciences,1778,Medium,Male,High,Entry,Human Resources,Very High,3539,5033,13,Normal,Better,9
34,No,Travel_Rarely,Sales,3,College,Life Sciences,1779,Very High,Female,Low,Junior,Sales Executive,Very High,6029,25353,12,Normal,Better,2
21,Yes,Travel_Rarely,Sales,7,Below College,Marketing,1780,Medium,Male,High,Entry,Sales Representative,Medium,2679,4567,13,Normal,Better,1
38,No,Travel_Rarely,Research & Development,6,College,Other,1782,Very High,Female,Medium,Entry,Laboratory Technician,High,3702,16376,11,Normal,Better,5
22,Yes,Travel_Rarely,Research & Development,8,Below College,Medical,1783,High,Female,High,Entry,Laboratory Technician,Low,2398,15999,17,Normal,Better,1
31,No,Travel_Rarely,Sales,29,Master,Marketing,1784,Low,Female,Medium,Junior,Sales Executive,Very High,5468,13402,14,Normal,Better,12
51,No,Travel_Rarely,Research & Development,3,Bachelor,Technical Degree,1786,Low,Female,High,Mid,Manager,High,13116,22984,11,Normal,Better,2
37,No,Travel_Rarely,Sales,9,College,Marketing,1787,Medium,Male,Medium,Junior,Sales Executive,Medium,4189,8800,14,Normal,Better,5
46,No,Travel_Rarely,Research & Development,2,Master,Medical,1789,High,Male,High,Executive,Research Director,Very High,19328,14218,17,Normal,Better,2
36,No,Travel_Rarely,Research & Development,10,Bachelor,Life Sciences,1790,Very High,Male,High,Mid,Healthcare Representative,Low,8321,25949,13,Normal,Better,12
44,Yes,Travel_Frequently,Research & Development,1,College,Medical,1792,High,Male,High,Entry,Research Scientist,Medium,2342,11092,12,Normal,Good,5
37,No,Travel_Rarely,Human Resources,8,College,Other,1794,High,Male,High,Junior,Human Resources,Medium,4071,12832,13,Normal,Good,10
35,Yes,Travel_Rarely,Sales,27,Bachelor,Life Sciences,1797,High,Male,High,Junior,Sales Executive,Very High,5813,13492,18,Normal,Better,10
33,No,Travel_Rarely,Research & Development,8,Master,Life Sciences,1798,Very High,Male,Very High,Entry,Research Scientist,Low,3143,6076,19,Normal,Better,10
28,No,Travel_Rarely,Research & Development,1,Bachelor,Life Sciences,1799,High,Male,High,Entry,Research Scientist,Very High,2044,5531,11,Normal,Best,5
39,No,Travel_Rarely,Research & Development,10,Below College,Medical,1800,High,Male,High,Mid,Research Director,High,13464,7914,21,Excellent,Better,4
46,No,Non-Travel,Sales,26,College,Life Sciences,1801,Medium,Male,Medium,Junior,Sales Executive,Medium,7991,25166,15,Normal,Better,2
40,No,Travel_Rarely,Research & Development,2,College,Life Sciences,1802,High,Female,High,Entry,Laboratory Technician,Low,3377,25605,17,Normal,Good,4
42,No,Travel_Rarely,Research & Development,13,Bachelor,Medical,1803,Medium,Male,Very High,Junior,Healthcare Representative,Low,5538,5696,18,Normal,Good,0
35,No,Non-Travel,Research & Development,2,College,Medical,1804,Medium,Male,High,Junior,Manufacturing Director,Very High,5762,24442,14,Normal,Better,7
38,No,Non-Travel,Human Resources,2,Bachelor,Human Resources,1805,Low,Male,High,Entry,Human Resources,Medium,2592,7129,13,Normal,Better,11
34,Yes,Travel_Frequently,Research & Development,9,Master,Life Sciences,1807,Very High,Male,High,Junior,Laboratory Technician,Low,5346,6208,17,Normal,Good,7
37,Yes,Travel_Rarely,Research & Development,10,Master,Medical,1809,Very High,Male,High,Junior,Manufacturing Director,Low,4213,4992,15,Normal,Bad,10
39,No,Travel_Frequently,Sales,20,Bachelor,Life Sciences,1812,High,Male,High,Junior,Sales Executive,Very High,4127,19188,18,Normal,Better,2
43,No,Non-Travel,Research & Development,9,Bachelor,Life Sciences,1813,Low,Male,High,Entry,Research Scientist,High,2438,24978,13,Normal,Good,3
41,No,Travel_Rarely,Research & Development,5,Bachelor,Life Sciences,1814,Medium,Male,Very High,Junior,Healthcare Representative,Medium,6870,15530,12,Normal,Bad,3
41,No,Travel_Rarely,Sales,4,Below College,Marketing,1815,High,Female,High,Mid,Sales Executive,High,10447,26458,13,Normal,Best,22
30,No,Travel_Rarely,Research & Development,10,Bachelor,Medical,1816,Low,Female,High,Mid,Manufacturing Director,High,9667,2739,14,Normal,Better,7
26,Yes,Travel_Rarely,Human Resources,20,College,Medical,1818,Very High,Female,High,Entry,Human Resources,Medium,2148,6889,11,Normal,Better,5
46,Yes,Travel_Rarely,Research & Development,21,College,Medical,1821,Very High,Female,High,Junior,Healthcare Representative,Medium,8926,10842,22,Excellent,Best,9
40,No,Travel_Rarely,Research & Development,1,Bachelor,Life Sciences,1822,High,Female,High,Junior,Healthcare Representative,Very High,6513,9060,17,Normal,Better,5
34,No,Travel_Rarely,Sales,8,College,Technical Degree,1823,Medium,Male,Very High,Junior,Sales Executive,High,6799,22128,21,Excellent,Better,10
58,No,Non-Travel,Sales,2,Bachelor,Medical,1824,Medium,Male,High,Senior,Manager,Medium,16291,22577,22,Excellent,Good,16
35,No,Travel_Rarely,Research & Development,23,Master,Medical,1826,Medium,Male,Low,Entry,Laboratory Technician,High,2705,9696,16,Normal,Best,5
47,No,Travel_Rarely,Research & Development,4,Bachelor,Life Sciences,1827,High,Female,Medium,Mid,Manufacturing Director,Medium,10333,19271,12,Normal,Better,22
40,No,Travel_Rarely,Research & Development,12,Bachelor,Life Sciences,1829,Medium,Female,High,Junior,Healthcare Representative,Low,4448,10748,12,Normal,Better,7
54,No,Travel_Rarely,Research & Development,7,Master,Medical,1830,Very High,Female,High,Junior,Research Scientist,Very High,6854,15696,15,Normal,Good,7
31,No,Travel_Frequently,Sales,7,Master,Marketing,1833,Low,Female,High,Mid,Sales Executive,Low,9637,8277,14,Normal,Better,3
28,No,Travel_Rarely,Research & Development,1,Bachelor,Medical,1834,High,Female,High,Entry,Research Scientist,Low,3591,12719,25,Excellent,Better,3
38,No,Travel_Rarely,Sales,2,Master,Marketing,1835,Medium,Female,Low,Junior,Sales Representative,Very High,5405,4244,20,Excellent,Good,4
26,No,Travel_Rarely,Sales,10,Bachelor,Medical,1836,High,Male,High,Junior,Sales Executive,Very High,4684,9125,13,Normal,Better,5
